Episode,Reward,Epsilon,Alpha,Steps,Max_Q
366,37.63436450769711,0.15967890763313974,0.14446705664432377,100,19.13411647951684
367,22.61274674706356,0.15888051309497406,0.14417812253103515,100,19.13411647951684
368,3.8323314020876604,0.1580861105294992,0.14388976628597308,100,19.13411647951684
369,37.45485452943097,0.1572956799768517,0.14360198675340113,100,19.13411647951684
370,21.15215629446991,0.15650920157696743,0.14331478277989432,100,19.13411647951684
371,15.158318486544854,0.1557266555690826,0.14302815321433454,100,19.13411647951684
372,31.840336763531376,0.1549480222912372,0.14274209690790585,100,19.13411647951684
373,26.982992448895352,0.15417328217978102,0.14245661271409005,100,19.13411647951684
374,15.547122270783724,0.1534024157688821,0.14217169948866187,100,19.13411647951684
375,26.021575627005152,0.1526354036900377,0.14188735608968453,100,19.13411647951684
376,26.379433115465112,0.1518722266715875,0.14160358137750517,100,19.13411647951684
377,23.464493649639103,0.15111286553822956,0.14132037421475016,100,19.13411647951684
378,14.724470646082453,0.15035730121053842,0.14103773346632065,100,19.13411647951684
379,14.04018932077177,0.14960551470448571,0.14075565799938802,100,19.13411647951684
380,13.343438724089797,0.14885748713096328,0.14047414668338926,100,19.13411647951684
381,15.414272830183453,0.14811319969530845,0.14019319839002248,100,19.13411647951684
382,12.221007726261979,0.1473726336968319,0.13991281199324243,100,19.13411647951684
383,15.743086224365525,0.14663577052834775,0.13963298636925595,100,19.13411647951684
384,15.602519694439628,0.14590259167570602,0.13935372039651742,100,19.13411647951684
385,19.29403528739018,0.1451730787173275,0.1390750129557244,100,19.13411647951684
386,26.880916854407594,0.14444721332374086,0.13879686292981294,100,19.13411647951684
387,16.61830917027769,0.14372497725712216,0.13851926920395333,100,19.13411647951684
388,17.66975416088619,0.14300635237083656,0.1382422306655454,100,19.13411647951684
389,11.651679957912078,0.14229132060898236,0.1379657462042143,100,19.13411647951684
390,11.600296221128088,0.14157986400593744,0.13768981471180589,100,19.13411647951684
391,12.466062495131371,0.14087196468590776,0.13741443508238227,100,19.13411647951684
392,39.86663190495673,0.14016760486247823,0.13713960621221752,100,19.13411647951684
393,9.54016111512946,0.13946676683816583,0.1368653269997931,100,19.13411647951684
394,25.86525282410076,0.138769433003975,0.1365915963457935,100,19.13411647951684
395,11.941548006458387,0.13807558583895513,0.1363184131531019,100,19.13411647951684
396,13.269036928599794,0.13738520790976036,0.1360457763267957,100,19.13411647951684
397,3.385160550394637,0.13669828187021155,0.13577368477414212,100,19.13411647951684
398,21.347968102159314,0.13601479046086049,0.13550213740459383,100,19.13411647951684
399,10.435494521000063,0.1353347165085562,0.13523113312978463,100,19.13411647951684
400,15.534150510116191,0.1346580429260134,0.13496067086352506,100,19.13411647951684
401,6.718022609555809,0.13398475271138335,0.13469074952179802,100,19.13411647951684
402,0.2881356888571587,0.13331482894782642,0.13442136802275442,100,19.13411647951684
403,-2.393762466430705,0.13264825480308728,0.13415252528670893,100,19.13411647951684
404,5.145428973496845,0.13198501352907185,0.1338842202361355,100,19.13411647951684
405,7.183025040860791,0.1313250884614265,0.13361645179566323,100,19.13411647951684
406,-5.937283679251911,0.13066846301911936,0.13334921889207188,100,19.13411647951684
407,28.939730119586454,0.13001512070402377,0.13308252045428776,100,19.13411647951684
408,13.124310903100525,0.12936504510050365,0.13281635541337916,100,19.13411647951684
409,4.7666287207121725,0.12871821987500112,0.13255072270255241,100,19.13411647951684
410,2.6437526401604843,0.12807462877562611,0.1322856212571473,100,19.13411647951684
411,3.9669516111771563,0.12743425563174798,0.13202105001463302,100,19.13411647951684
412,2.7885255607936834,0.12679708435358925,0.13175700791460376,100,19.13411647951684
413,8.811081844862706,0.1261630989318213,0.13149349389877454,100,19.13411647951684
414,9.35994999718805,0.1255322834371622,0.13123050691097699,100,19.13411647951684
415,17.62952686775458,0.12490462201997637,0.13096804589715505,100,19.13411647951684
416,-9.402252529087738,0.1242800989098765,0.13070610980536074,100,19.13411647951684
417,6.773121026861777,0.12365869841532712,0.13044469758575,100,19.13411647951684
418,-7.042934427285058,0.12304040492325048,0.1301838081905785,100,19.13411647951684
419,9.221918967095874,0.12242520289863423,0.12992344057419736,100,19.13411647951684
420,19.25293594844321,0.12181307688414106,0.12966359369304897,100,19.13411647951684
421,16.891299008087437,0.12120401149972035,0.12940426650566286,100,19.13411647951684
422,14.931185757002805,0.12059799144222175,0.12914545797265153,100,19.13411647951684
423,6.774117033478801,0.11999500148501063,0.12888716705670622,100,19.13411647951684
424,0.7380603228389732,0.11939502647758558,0.1286293927225928,100,19.13411647951684
425,7.217654749245563,0.11879805134519765,0.12837213393714764,100,19.13411647951684
426,1.550762903603415,0.11820406108847166,0.12811538966927333,100,19.13411647951684
427,3.2078804881179774,0.1176130407830293,0.1278591588899348,100,19.13411647951684
428,-2.6935154494217803,0.11702497557911415,0.12760344057215492,100,19.13411647951684
429,9.817784765049922,0.11643985070121858,0.12734823369101061,100,19.13411647951684
430,-10.694864015469712,0.11585765144771248,0.1270935372236286,100,19.13411647951684
431,3.7496328903830527,0.11527836319047392,0.12683935014918132,100,19.13411647951684
432,17.47206158019303,0.11470197137452155,0.12658567144888297,100,19.13411647951684
433,6.636282301504451,0.11412846151764894,0.12633250010598518,100,19.13411647951684
434,15.219274105340892,0.1135578192100607,0.12607983510577322,100,19.13411647951684
435,15.404102558401783,0.11299003011401039,0.1258276754355617,100,19.13411647951684
436,-2.8840413864185357,0.11242507996344034,0.12557602008469054,100,19.13411647951684
437,9.088703820033249,0.11186295456362313,0.12532486804452117,100,19.13411647951684
438,18.062661913288398,0.11130363979080501,0.12507421830843213,100,19.13411647951684
439,2.731385579518242,0.11074712159185099,0.12482406987181527,100,19.13411647951684
440,16.71973272187969,0.11019338598389174,0.12457442173207164,100,19.13411647951684
441,14.057009711690725,0.10964241905397228,0.12432527288860751,100,19.13411647951684
442,10.577220772522011,0.10909420695870241,0.12407662234283028,100,19.13411647951684
443,14.135911688008456,0.1085487359239089,0.12382846909814461,100,19.13411647951684
444,-0.7759224233670885,0.10800599224428936,0.12358081215994833,100,19.13411647951684
445,-0.2248433038971236,0.10746596228306791,0.12333365053562843,100,19.13411647951684
446,4.674614667888922,0.10692863247165257,0.12308698323455718,100,19.13411647951684
447,16.809671832472095,0.1063939893092943,0.12284080926808806,100,19.13411647951684
448,18.257970293525528,0.10586201936274783,0.12259512764955188,100,19.13411647951684
449,13.058385245034335,0.10533270926593409,0.12234993739425278,100,19.13411647951684
450,22.4441332959281,0.10480604571960442,0.12210523751946427,100,19.13411647951684
451,32.18278535025187,0.1042820154910064,0.12186102704442535,100,19.13411647951684
452,27.050469159846575,0.10376060541355137,0.12161730499033649,100,19.13411647951684
453,24.205807868900337,0.1032418023864836,0.12137407038035582,100,19.13411647951684
454,20.722031255247625,0.10272559337455119,0.12113132223959511,100,19.13411647951684
455,27.477138391746294,0.10221196540767843,0.12088905959511592,100,19.13411647951684
456,10.111685061826641,0.10170090558064004,0.1206472814759257,100,19.13411647951684
457,18.987493910158424,0.10119240105273684,0.12040598691297383,100,19.13411647951684
458,19.64170496785634,0.10068643904747315,0.12016517493914788,100,19.13411647951684
459,5.179219196304106,0.10018300685223579,0.1199248445892696,100,19.13411647951684
460,9.569207227838737,0.0996820918179746,0.11968499490009106,100,19.13411647951684
461,25.631270809043905,0.09918368135888474,0.11944562491029087,100,19.13411647951684
462,30.32357076842694,0.09868776295209031,0.11920673366047028,100,19.13411647951684
463,20.900208464762336,0.09819432413732986,0.11896832019314935,100,19.13411647951684
464,30.20706943160272,0.09770335251664321,0.11873038355276304,100,19.13411647951684
465,19.303879047455638,0.09721483575406,0.11849292278565751,100,19.13411647951684
466,21.18476244874057,0.09672876157528969,0.11825593694008621,100,19.13411647951684
467,15.174938966185644,0.09624511776741324,0.11801942506620602,100,19.13411647951684
468,17.939590826950198,0.09576389217857617,0.11778338621607362,100,19.13411647951684
469,-0.23107099672538012,0.09528507271768329,0.11754781944364148,100,19.13411647951684
470,5.209424849875731,0.09480864735409487,0.11731272380475419,100,19.13411647951684
471,9.78019990650078,0.0943346041173244,0.1170780983571447,100,19.13411647951684
472,21.61213540876524,0.09386293109673778,0.1168439421604304,100,19.13411647951684
473,9.381370490202025,0.09339361644125409,0.11661025427610952,100,19.13411647951684
474,16.905188242229826,0.09292664835904782,0.11637703376755731,100,19.13411647951684
475,6.175118396368118,0.09246201511725258,0.1161442797000222,100,19.13411647951684
476,4.980948710255639,0.09199970504166631,0.11591199114062214,100,19.13411647951684
477,18.117825720530064,0.09153970651645797,0.11568016715834091,100,19.13411647951684
478,10.974432988490474,0.09108200798387568,0.11544880682402422,100,19.13411647951684
479,8.127161281875523,0.0906265979439563,0.11521790921037618,100,19.13411647951684
480,7.224778106476927,0.09017346495423652,0.11498747339195542,100,19.13411647951684
481,21.492042184180185,0.08972259762946533,0.11475749844517151,100,19.13411647951684
482,-2.8643463338243436,0.089273984641318,0.11452798344828118,100,19.13411647951684
483,22.671992646240295,0.0888276147181114,0.11429892748138461,100,19.13411647951684
484,11.107394082791835,0.08838347664452084,0.11407032962642184,100,19.13411647951684
485,13.675494136350505,0.08794155926129824,0.113842188967169,100,19.13411647951684
486,14.395395096595294,0.08750185146499175,0.11361450458923467,100,19.13411647951684
487,-2.6223832783455268,0.08706434220766679,0.11338727558005618,100,19.13411647951684
488,11.734851729231265,0.08662902049662846,0.11316050102889608,100,19.13411647951684
489,11.15571092035195,0.08619587539414532,0.11293418002683828,100,19.13411647951684
490,14.383220829870169,0.08576489601717459,0.1127083116667846,100,19.13411647951684
491,11.151675647309947,0.08533607153708872,0.11248289504345103,100,19.13411647951684
492,5.960576744729703,0.08490939117940327,0.11225792925336414,100,19.13411647951684
493,7.23931824050231,0.08448484422350626,0.11203341339485741,100,19.13411647951684
494,13.333139108003431,0.08406242000238873,0.1118093465680677,100,19.13411647951684
495,13.112315707575844,0.08364210790237678,0.11158572787493155,100,19.13411647951684
496,18.468214097358533,0.0832238973628649,0.1113625564191817,100,19.13411647951684
497,11.172768639071446,0.08280777787605056,0.11113983130634333,100,19.13411647951684
498,14.614812386729097,0.08239373898667031,0.11091755164373064,100,19.13411647951684
499,2.326442333538295,0.08198177029173696,0.11069571654044318,100,19.13411647951684
500,4.683501465981849,0.08157186144027828,0.1104743251073623,100,19.13411647951684
