Episode,Total_Reward
0,-1.9995004054927583
1,-2.073167529954883
2,-2.0643757341255
3,3.0912635748692106
4,3.8462338258975706
5,2.533271417087053
6,1.7028710208004783
7,-0.03502592211730704
8,1.5534756596299872
9,1.7979942071880495
10,0.09697044635933566
11,2.49220217979257
12,1.2922583173993956
13,3.0469210502845643
14,1.3510120314631842
15,2.0019155637318473
16,-1.4844457151998667
17,3.2534390378071043
18,0.6415392307558504
19,-1.4506207321775308
20,-1.8011040773193359
21,-1.3797119068430763
22,0.8960833975055713
23,1.0123505383474403
24,4.444830164615037
25,2.498102195965278
26,-2.3263591099368783
27,4.29366753725205
28,3.8114385856019615
29,-1.4284787327352908
30,-2.571496475798871
31,2.656673561313375
32,-0.1229960403467032
33,-0.31888033705690866
34,0.6115829208852364
35,2.7283603649108876
36,-1.7730975974199896
37,3.574461094567572
38,2.355142809959986
39,3.931812011753791
40,1.9455354260900386
41,0.9785465080276652
42,0.95825253810588
43,-0.5077608822518431
44,1.2874334235987153
45,-0.5284478735182272
46,1.6978275924677744
47,3.119364731519931
48,-0.7776973272325047
49,2.7592301110961084
50,1.4069135622015712
51,1.91785005651815
52,1.017032354688786
53,0.9303816828467966
54,-1.6847242068886563
55,-3.6158450782590354
56,0.15567244138923408
57,-2.080979943194801
58,4.271492220695767
59,3.724298169263607
60,-4.054210992721686
61,3.298208378696118
62,5.244629131211933
63,-2.231846402631266
64,0.042349359413347165
65,1.496927679943718
66,0.4342403809942772
67,-2.0223292890427786
68,-1.3557380965632917
69,0.8897413823960223
70,2.2870796683540107
71,0.2083442586100508
72,0.5265606089191004
73,-1.7904779586834938
74,3.3933278724082285
75,3.728094072373858
76,0.9416272898443523
77,4.752156194509549
78,3.557521478176513
79,2.0056372753668503
80,3.331521405932868
81,3.0328834246830745
82,-0.5838079458209082
83,-0.21215879714654862
84,0.054242139938312395
85,2.6321309490340687
86,3.069637897501746
87,4.404746332418281
88,1.2110516881914577
89,2.969035259743292
90,3.0498618047351798
91,2.235074025973499
92,2.4388909758176256
93,2.6203790738092323
94,1.8743606510644188
95,-0.7883649296194483
96,2.9061431570086
97,1.630715884153577
98,2.0117854303213907
99,1.099572912699468
100,2.343484422767659
101,1.0115294293986912
102,0.9404492637519928
103,2.042958695570851
104,0.45302820953241324
105,1.4356700508772617
106,-0.7828820925433746
107,1.329420451131191
108,3.753021303404602
109,-2.9641957288510286
110,-0.1722181935151863
111,2.686227185419199
112,2.361639676384251
113,-1.5610586156662065
114,5.0999554217977145
115,0.19652717959217864
116,3.8055315440412407
117,0.2825694455311254
118,1.0760918476085564
119,0.451547745142733
120,1.2856475512066874
121,0.35166608972345725
122,-0.3520230457908675
123,-0.04171310739389256
124,5.2172136014149215
125,2.5879227061077756
126,0.052149873338444896
127,3.9906207674463916
128,-1.7324442847901735
129,1.4924664055689822
130,-0.178647760816114
131,-1.6863598614425315
132,-0.18326508781729745
133,1.5144883300563543
134,0.1337606226171606
135,0.9975199133360455
136,4.472748208520217
137,3.298385403163565
138,1.6269577874281582
139,0.22800528208617843
140,3.5324570203178194
141,1.5797812653252972
142,0.1863035807196753
143,0.9152875036403859
144,3.4440773108326415
145,1.5805907513988682
146,0.3926227196780655
147,-1.8019207533289239
148,0.04579111091341226
149,3.1681786613278393
150,2.3741504394703923
151,1.8137927135311076
152,1.5084588856889456
153,-0.2812371966858618
154,1.913150594118318
155,1.0735928358791282
156,1.5458244054947543
157,0.8070333260938543
158,1.2446462721716292
159,2.547939559084553
160,-1.3128338112135298
161,2.1270703368034276
162,2.21334242110359
163,1.007231126784104
164,2.463063560632174
165,0.5948882990597473
166,3.108316366501798
167,2.7469827071672848
168,-2.292739716614066
169,-0.14120167935653638
170,0.6024363836483229
171,2.449943270780614
172,-0.5836186089384718
173,1.7747864553039632
174,3.7300071069165077
175,0.9262195450131999
176,2.734893426984743
177,1.570447990791906
178,1.6851913400922325
179,1.3347656954692717
180,0.828820191563363
181,1.5552930620605525
182,-0.5200944528246789
183,1.7044803398422128
184,0.46585944654759465
185,2.170114368841382
186,3.6914147494513
187,1.2682882236061062
188,-2.2316644491175666
189,5.6714027019888835
190,0.8333522171211902
191,2.8130902688389225
192,4.089466898418503
193,-0.9981047643670893
194,1.390139261442609
195,2.2174857926105513
196,2.861186936813799
197,1.7882208178936512
198,0.454166789858522
199,-3.013725499755532
200,-0.7336029292572226
201,1.5056989649733186
202,-1.2176226222667506
203,0.8431945252075894
204,5.066662349257741
205,4.78254845380658
206,0.8884823835440312
207,3.8546551126915456
208,0.4705638205315393
209,4.114043602853828
210,4.687133457533796
211,2.8722110375547
212,-0.19256911190343584
213,4.144236561580759
214,2.441127484628674
215,3.4705254866144335
216,0.4536853452734762
217,2.775427987163704
218,-1.0969186649066678
219,3.1467643173234645
220,-0.09703366058827934
221,3.1594882097368857
222,-0.02281985747573234
223,5.272517148724589
224,2.2994968128623174
225,0.2979826666779416
226,5.426817784778054
227,3.4808396282776926
228,1.0905293049128923
229,4.284063662331517
230,1.7659510812010033
231,-1.3273837264845894
232,0.3852579758576192
233,1.168584738395124
234,3.158627248804721
235,3.789254683401696
236,0.7438108993863584
237,1.5511195778699787
238,3.57650799164679
239,-0.5664795266627622
240,-1.6347751706554603
241,1.3371148124310428
242,-1.2269349537510976
243,-1.578178411713843
244,1.3520936875612664
245,2.83893873302393
246,-1.7227679062111232
247,1.3853446617622862
248,-0.9907612807902619
249,3.102161867312078
250,-3.0058815766188163
251,0.2388211154340083
252,1.6753407938937923
253,-2.3519097856310482
254,0.44366682704529636
255,-1.3104729178661
256,-0.6754695287115333
257,5.480872630628383
258,-0.7329240113794409
259,0.0595498447644367
260,-0.37183673961799224
261,-0.5139600044683363
262,-1.1924691034664763
263,-1.3258850913142903
264,1.2720435081442727
265,2.549667121948544
266,-3.462058120465775
267,4.589278489116175
268,6.905580718703121
269,1.8696269994755803
270,-0.4770185201699033
271,-0.01955033236454662
272,1.9932444159927107
273,0.6429560956184348
274,3.2258545811450783
275,3.8328702539320547
276,0.44754470255513074
277,2.8437297052188364
278,0.3000966493655285
279,-4.309779513175126
280,-1.9487905666314111
281,0.23004679372483927
282,1.1367109155276545
283,3.923497657584485
284,2.6770847388067565
285,2.1445461948549283
286,2.3836285867479257
287,4.134277620555265
288,-0.17555887493950695
289,1.7477862711742091
290,-1.733237857601273
291,-1.0205643167937937
292,4.091898384812918
293,2.8915954419177314
294,2.748854496911645
295,-0.5358945708908285
296,-0.5559315972212284
297,2.8811946369148718
298,-2.544047873342387
299,0.9293567656915027
300,1.8700983201365498
301,1.9447526689025991
302,4.596225087026978
303,-4.106769220579293
304,0.04085367908812021
305,1.044547868177517
306,2.4207592462543084
307,4.059818385145921
308,4.093237798934192
309,1.1053241697745786
310,1.9505002369874336
311,4.25185710736957
312,3.6934883828038343
313,4.103612711454193
314,1.2245725056006718
315,2.880038995530053
316,2.51025886510209
317,0.15377973287029145
318,1.4476039150634283
319,3.882565057342363
320,2.949599236835774
321,3.876506730862811
322,0.9463319179526517
323,-1.1711660912716164
324,3.822800387614924
325,1.928738357514766
326,-0.6218870454785139
327,-3.963474452709347
328,2.787658529555904
329,0.3047512853958313
330,5.28939359577052
331,2.698811199560525
332,2.5979719353819704
333,-1.8752675082847203
334,2.4733184743125003
335,1.2361723911778066
336,0.27232852959166365
337,2.9514135664761527
338,2.0624457302830015
339,2.1296297866532834
340,-0.17626455638400396
341,3.448821429683848
342,4.472298437812325
343,4.049648335686852
344,4.87730563506021
345,3.793940596665282
346,2.394487484923915
347,1.753120813326745
348,-0.09387758502466159
349,-0.6650582472753739
350,2.3925488972268054
351,0.7635233601804983
352,3.8864958615956304
353,2.783897452836215
354,-1.1216342293822272
355,-3.75650783656881
356,-0.8275486531203142
357,-3.5278931127436453
358,-0.04551210091501934
359,-2.9115906031260277
360,0.5661384429594046
361,3.461466413314188
362,-1.6949316820629936
363,1.9981111701941023
364,-2.273925832225758
365,3.7651319024117926
366,0.3004162187037157
367,-3.4690715311752216
368,0.5285423924707595
369,2.706383417922704
370,-0.6799291216568109
371,1.9318124956820855
372,0.9588507692777786
373,-0.5265173595178128
374,1.883174989329967
375,3.0815302013473715
376,1.1688881864634266
377,1.5942327280620805
378,-3.0925890701320786
379,-3.14961411658396
380,-3.924319771201691
381,1.4956775958945183
382,-2.995978735862086
383,-2.313563258395898
384,2.011383593916492
385,-0.177846854840633
386,-2.0040046874276833
387,1.9309166055492921
388,-0.9626917212834969
389,2.8933701190973435
390,4.598120080419127
391,-3.8839014263222946
392,1.7760992487467417
393,2.0924971665759986
394,0.5622057354114194
395,0.10834872946846708
396,3.3690631482728772
397,1.5532847461438626
398,0.7407984120889572
399,-2.0771317451196785
400,0.7482941855775793
401,0.8533129598483051
402,2.928147258975406
403,2.713842320576602
404,1.0214591622107163
405,3.1564300508585674
406,1.6194875910707482
407,3.500771156592574
408,2.9139185261798524
409,3.2628697643868856
410,2.7166766781675804
411,1.105918621888994
412,3.634482322859089
413,-1.3335313345296322
414,-1.5465211473130316
415,2.2113204198662197
416,2.7322704589741322
417,-1.7048452445772175
418,3.2366693857318163
419,1.2570685622874636
420,1.0876315210546437
421,-0.6356337359239848
422,1.3064035251077764
423,1.9572669191665881
424,3.53915690732756
425,-1.6101554670173002
426,2.0110928198285696
427,-3.2112261308710486
428,2.2282665602117646
429,3.0453390536084584
430,-2.699484599274756
431,-1.456633569407912
432,0.9452933290949272
433,0.34248656582218484
434,-1.123839755390533
435,4.02570435138135
436,0.8038864491144806
437,2.0605096774478726
438,3.9943274548363696
439,3.7606358283073673
440,0.753159845339893
441,2.9497766341726455
442,3.0553458454643776
443,0.07276444429322482
444,-2.653415054354653
445,1.2184101910743461
446,3.7840906758461124
447,-0.48675299076988754
448,0.4803685887652033
449,-0.07625016987556033
450,-0.053551826121343904
451,-1.4444257421645168
452,1.7049018443236106
453,-0.246799748293681
454,1.4624516592818773
455,1.3475564385605892
456,2.070452925346105
457,0.24945007170072264
458,2.1160325825932236
459,1.3732744806690167
460,2.5796170909966243
461,3.127201379734994
462,3.98108126786686
463,0.6005480900239673
464,3.3821288087931825
465,2.6411025623968194
466,2.981082110257991
467,1.7988459096652314
468,-0.7102684547477758
469,1.8147529508935558
470,2.5570259843480816
471,0.44497832306968765
472,3.828386389978227
473,0.8983866461904284
474,0.15970359330240513
475,0.18234080940248631
476,-1.7547628250050642
477,2.0828741052411552
478,-1.0667952830962704
479,-0.3377416964036628
480,0.6160340791163226
481,-2.127785254901569
482,-1.3314319671660617
483,0.5936223429389701
484,0.9537734583380668
485,2.4004319080656256
486,0.8810554384174162
487,-0.3002681971265715
488,0.539837636380183
489,-1.7572123578303418
490,1.636110556023605
491,0.14380081569066527
492,1.8804235122844977
493,0.3673916725879096
494,4.65590874285453
495,0.10281629765793954
496,0.5131728200827099
497,2.9971738564149715
498,-0.501799954719903
499,0.30899604846854667
500,4.336615534893078
501,1.4954370349366415
502,2.707769799507468
503,-3.6560303911094287
504,2.59868125359606
505,4.336237467701757
506,2.6321566402569845
507,1.2670788620694124
508,4.10240643513978
509,3.8463373073339318
510,2.2514584433434646
511,2.749230325743096
512,2.988170046070802
513,3.0836393712480303
514,-2.835301589467388
515,-2.1145302675766633
516,1.231372700155078
517,2.6493648198240827
518,3.092632860907359
519,-0.18524145877014409
520,3.611734512369446
521,2.4632774798117394
522,-1.7659081766292894
523,2.7786501504917696
524,-0.34910996938254946
525,0.2930405859902773
526,-3.4198778199745092
527,-2.7961138025085996
528,0.021764593713860414
529,0.7265372496292595
530,3.850180089483234
531,0.36098728797800117
532,3.214765692020497
533,-3.115129878479676
534,-2.6142739709655705
535,0.005624724902816514
536,0.5871946469088312
537,-3.7529589732336994
538,0.10117236502910454
539,1.0145773395375655
540,-1.9059865301689427
541,2.450039109009592
542,-0.08042550106861779
543,2.5645048622933126
544,1.9554850614563428
545,-0.44249778066797907
546,-1.9008033715430948
547,1.8505540590866398
548,3.730329668624621
549,-1.7478394344212451
550,-0.8925990420758336
551,-0.4728774866832173
552,0.9682653174392877
553,3.1404160740877103
554,2.990707600920108
555,-0.38224691317687487
556,2.7757223926660286
557,3.7567333185077594
558,-0.6358125915032307
559,4.5539892120663135
560,3.2182244401365665
561,-1.432838451669804
562,2.8805544710924305
563,1.374607227193101
564,-1.1283431182902155
565,2.6695023013274817
566,6.6840187256405486
567,1.0990170153339949
568,1.183391029842928
569,-0.6949829701844288
570,2.306654336750234
571,1.7545579471638098
572,-1.541239068641352
573,-2.3657686402972313
574,4.673557633112458
575,-1.2873970546313545
576,0.17713987676454956
577,-0.9165726396221525
578,0.7316187331865805
579,-0.9651509996594003
580,1.9152944879824088
581,-0.005574197343179321
582,1.320656758651017
583,4.667048179164467
584,-3.9176699158781876
585,2.1923354301102087
586,2.61256127458824
587,-3.239761133468271
